airpt_arr,pax2010,airpt_dep,airpt_dep_lat,airpt_dep_lon,airpt_arr_lat,airpt_arr_lon
LEBL,863984,LEZL,37.41799926757813,-5.8931097984313965,41.2971,2.0784599999999998
LEMD,386169,LEZL,37.41799926757813,-5.8931097984313965,40.471926,-3.56264
LEPA,321588,LEZL,37.41799926757813,-5.8931097984313965,39.551700591999996,2.73881006241
LFPO,265991,LEZL,37.41799926757813,-5.8931097984313965,48.7233333,2.3794444
GCXO,229205,LEZL,37.41799926757813,-5.8931097984313965,28.4827003479,-16.341499328599998
LEBB,197929,LEZL,37.41799926757813,-5.8931097984313965,43.30110168457031,-2.9106099605560303
LEVC,159301,LEZL,37.41799926757813,-5.8931097984313965,39.4893,-0.481625
GCLP,158579,LEZL,37.41799926757813,-5.8931097984313965,27.931900024414066,-15.38659954071045
LEGE,150904,LEZL,37.41799926757813,-5.8931097984313965,41.901000976999995,2.7605500221
LIME,102123,LEZL,37.41799926757813,-5.8931097984313965,45.673901,9.70417
EGSS,98692,LEZL,37.41799926757813,-5.8931097984313965,51.8849983215,0.23499999940400002
LIRF,88870,LEZL,37.41799926757813,-5.8931097984313965,41.800277799999996,12.238888900000001
EGLL,87715,LEZL,37.41799926757813,-5.8931097984313965,51.4706,-0.461941
LEAL,78868,LEZL,37.41799926757813,-5.8931097984313965,38.28219985961914,-0.5581560134887695
LECO,74427,LEZL,37.41799926757813,-5.8931097984313965,43.302101,-8.37726
LERS,63342,LEZL,37.41799926757813,-5.8931097984313965,41.14739990234375,1.1671700477600098
LIRA,61721,LEZL,37.41799926757813,-5.8931097984313965,41.7994,12.5949
EBCI,50666,LEZL,37.41799926757813,-5.8931097984313965,50.459202000000005,4.4538199999999994
EBBR,47883,LEZL,37.41799926757813,-5.8931097984313965,50.9014015198,4.48443984985
LIPE,45629,LEZL,37.41799926757813,-5.8931097984313965,44.5354,11.2887
EDLV,45538,LEZL,37.41799926757813,-5.8931097984313965,51.6024017334,6.14216995239
LIRP,44090,LEZL,37.41799926757813,-5.8931097984313965,43.683899,10.3927
LFPG,41095,LEZL,37.41799926757813,-5.8931097984313965,49.012798,2.55
